Hiber-loss	LSTM-Loss	
 5.1041e+00	 3.0982e-01	
 5.1029e+00	 3.1704e-01	
 5.1017e+00	 3.1326e-01	
 5.1005e+00	 3.1572e-01	
 5.0992e+00	 3.0602e-01	
 5.0978e+00	 3.0723e-01	
 5.0964e+00	 3.0577e-01	
 5.0949e+00	 3.1080e-01	
 5.0933e+00	 3.1004e-01	
 5.0917e+00	 3.1327e-01	
 5.0901e+00	 3.2150e-01	
 5.0884e+00	 3.1873e-01	
 5.0865e+00	 3.0764e-01	
 5.0847e+00	 3.1396e-01	
 5.0827e+00	 3.1330e-01	
 5.0807e+00	 3.0963e-01	
 5.0786e+00	 3.0730e-01	
 5.0765e+00	 3.1014e-01	
 5.0743e+00	 3.1241e-01	
 5.0722e+00	 3.2143e-01	
 5.0698e+00	 3.1378e-01	
 5.0674e+00	 3.1314e-01	
 5.0650e+00	 3.1827e-01	
 5.0625e+00	 3.1436e-01	
 5.0599e+00	 3.0879e-01	
 5.0574e+00	 3.1570e-01	
 5.0547e+00	 3.1447e-01	
 5.0521e+00	 3.1657e-01	
 5.0494e+00	 3.1650e-01	
 5.0465e+00	 3.1186e-01	
 5.0437e+00	 3.0926e-01	
 5.0410e+00	 3.1792e-01	
 5.0379e+00	 3.0787e-01	
 5.0349e+00	 3.0375e-01	
 5.0323e+00	 3.1602e-01	
 5.0293e+00	 3.1546e-01	
 5.0263e+00	 3.1280e-01	
 5.0235e+00	 3.2112e-01	
 5.0200e+00	 3.0504e-01	
 5.0173e+00	 3.1785e-01	
 5.0142e+00	 3.1317e-01	
 5.0111e+00	 3.1323e-01	
 5.0080e+00	 3.1296e-01	
 5.0050e+00	 3.1581e-01	
 5.0018e+00	 3.1320e-01	
 4.9987e+00	 3.1423e-01	
 4.9955e+00	 3.1301e-01	
 4.9922e+00	 3.0665e-01	
 4.9893e+00	 3.1491e-01	
 4.9862e+00	 3.1392e-01	
 4.9830e+00	 3.1429e-01	
 4.9795e+00	 3.0587e-01	
 4.9768e+00	 3.1727e-01	
 4.9736e+00	 3.1602e-01	
 4.9702e+00	 3.1001e-01	
 4.9669e+00	 3.0854e-01	
 4.9639e+00	 3.1186e-01	
 4.9611e+00	 3.1916e-01	
 4.9574e+00	 3.0875e-01	
 4.9542e+00	 3.0928e-01	
 4.9517e+00	 3.2121e-01	
 4.9481e+00	 3.1317e-01	
 4.9448e+00	 3.1064e-01	
 4.9420e+00	 3.1804e-01	
 4.9387e+00	 3.1543e-01	
 4.9356e+00	 3.1689e-01	
 4.9322e+00	 3.1362e-01	
 4.9292e+00	 3.1639e-01	
 4.9257e+00	 3.1157e-01	
 4.9225e+00	 3.1080e-01	
 4.9191e+00	 3.0825e-01	
 4.9164e+00	 3.1564e-01	
 4.9129e+00	 3.0971e-01	
 4.9098e+00	 3.1205e-01	
 4.9067e+00	 3.1260e-01	
 4.9038e+00	 3.1774e-01	
 4.9009e+00	 3.2133e-01	
 4.8969e+00	 3.0973e-01	
 4.8937e+00	 3.0910e-01	
 4.8910e+00	 3.1581e-01	
 4.8876e+00	 3.1272e-01	
 4.8844e+00	 3.1218e-01	
 4.8816e+00	 3.1710e-01	
 4.8786e+00	 3.1897e-01	
 4.8758e+00	 3.2418e-01	
 4.8721e+00	 3.1659e-01	
 4.8689e+00	 3.1684e-01	
 4.8656e+00	 3.1405e-01	
 4.8626e+00	 3.1713e-01	
 4.8590e+00	 3.1117e-01	
 4.8564e+00	 3.1809e-01	
 4.8532e+00	 3.1798e-01	
 4.8501e+00	 3.1804e-01	
 4.8473e+00	 3.2288e-01	
 4.8444e+00	 3.2456e-01	
 4.8407e+00	 3.1848e-01	
 4.8374e+00	 3.1665e-01	
 4.8343e+00	 3.1719e-01	
 4.8317e+00	 3.2356e-01	
 4.8281e+00	 3.1802e-01	
 4.8250e+00	 3.1853e-01	
 4.8213e+00	 3.1284e-01	
 4.8184e+00	 3.1538e-01	
 4.8152e+00	 3.1484e-01	
 4.8125e+00	 3.1985e-01	
 4.8093e+00	 3.1877e-01	
 4.8061e+00	 3.1781e-01	
 4.8034e+00	 3.2195e-01	
 4.8001e+00	 3.2057e-01	
 4.7959e+00	 3.1029e-01	
 4.7934e+00	 3.1659e-01	
 4.7902e+00	 3.1586e-01	
 4.7877e+00	 3.2152e-01	
 4.7842e+00	 3.1766e-01	
 4.7813e+00	 3.2046e-01	
 4.7780e+00	 3.1843e-01	
 4.7747e+00	 3.1659e-01	
 4.7725e+00	 3.2488e-01	
 4.7689e+00	 3.2038e-01	
 4.7658e+00	 3.2070e-01	
 4.7622e+00	 3.1664e-01	
 4.7601e+00	 3.2526e-01	
 4.7573e+00	 3.2748e-01	
 4.7529e+00	 3.1635e-01	
 4.7501e+00	 3.1900e-01	
 4.7465e+00	 3.1480e-01	
 4.7434e+00	 3.1475e-01	
 4.7406e+00	 3.1701e-01	
 4.7373e+00	 3.1586e-01	
 4.7347e+00	 3.1953e-01	
 4.7327e+00	 3.2819e-01	
 4.7287e+00	 3.2066e-01	
 4.7256e+00	 3.2046e-01	
 4.7226e+00	 3.2136e-01	
 4.7199e+00	 3.2460e-01	
 4.7168e+00	 3.2395e-01	
 4.7133e+00	 3.2108e-01	
 4.7115e+00	 3.3016e-01	
 4.7067e+00	 3.1764e-01	
 4.7039e+00	 3.1976e-01	
 4.7007e+00	 3.1845e-01	
 4.6983e+00	 3.2298e-01	
 4.6952e+00	 3.2326e-01	
 4.6920e+00	 3.2178e-01	
 4.6900e+00	 3.2966e-01	
 4.6862e+00	 3.2440e-01	
 4.6837e+00	 3.2835e-01	
 4.6786e+00	 3.1413e-01	
 4.6770e+00	 3.2457e-01	
 4.6736e+00	 3.2188e-01	
 4.6703e+00	 3.2045e-01	
 4.6679e+00	 3.2472e-01	
 4.6627e+00	 3.1030e-01	
 4.6612e+00	 3.2112e-01	
 4.6586e+00	 3.2353e-01	
 4.6562e+00	 3.2777e-01	
 4.6519e+00	 3.1990e-01	
 4.6496e+00	 3.2454e-01	
 4.6461e+00	 3.2173e-01	
 4.6433e+00	 3.2299e-01	
 4.6407e+00	 3.2601e-01	
 4.6370e+00	 3.2119e-01	
 4.6338e+00	 3.2061e-01	
 4.6312e+00	 3.2331e-01	
 4.6280e+00	 3.2183e-01	
 4.6261e+00	 3.2883e-01	
 4.6235e+00	 3.3097e-01	
 4.6184e+00	 3.1868e-01	
 4.6163e+00	 3.2422e-01	
 4.6131e+00	 3.2327e-01	
 4.6103e+00	 3.2391e-01	
 4.6070e+00	 3.2261e-01	
 4.6038e+00	 3.2176e-01	
 4.6014e+00	 3.2522e-01	
 4.5979e+00	 3.2234e-01	
 4.5953e+00	 3.2443e-01	
 4.5924e+00	 3.2464e-01	
 4.5901e+00	 3.2872e-01	
 4.5872e+00	 3.2901e-01	
 4.5834e+00	 3.2444e-01	
 4.5810e+00	 3.2728e-01	
 4.5765e+00	 3.1882e-01	
 4.5730e+00	 3.1629e-01	
 4.5710e+00	 3.2145e-01	
 4.5686e+00	 3.2472e-01	
 4.5652e+00	 3.2237e-01	
 4.5621e+00	 3.2166e-01	
 4.5600e+00	 3.2616e-01	
 4.5572e+00	 3.2713e-01	
 4.5530e+00	 3.2058e-01	
 4.5488e+00	 3.1413e-01	
 4.5483e+00	 3.2697e-01	
 4.5450e+00	 3.2484e-01	
 4.5417e+00	 3.2396e-01	
 4.5397e+00	 3.2848e-01	
 4.5364e+00	 3.2611e-01	
 4.5336e+00	 3.2682e-01	
 4.5301e+00	 3.2442e-01	
 4.5279e+00	 3.2790e-01	
 4.5238e+00	 3.2296e-01	
 4.5210e+00	 3.2330e-01	
 4.5185e+00	 3.2539e-01	
 4.5158e+00	 3.2650e-01	
 4.5118e+00	 3.2122e-01	
 4.5096e+00	 3.2447e-01	
 4.5056e+00	 3.2007e-01	
 4.5027e+00	 3.1913e-01	
 4.5006e+00	 3.2371e-01	
 4.4986e+00	 3.2819e-01	
 4.4942e+00	 3.2046e-01	
 4.4910e+00	 3.2025e-01	
 4.4907e+00	 3.3137e-01	
 4.4836e+00	 3.1306e-01	
 4.4842e+00	 3.2861e-01	
 4.4792e+00	 3.1967e-01	
 4.4768e+00	 3.2156e-01	
 4.4756e+00	 3.2953e-01	
 4.4714e+00	 3.2366e-01	
 4.4678e+00	 3.2073e-01	
 4.4642e+00	 3.1813e-01	
 4.4615e+00	 3.1901e-01	
 4.4599e+00	 3.2502e-01	
 4.4588e+00	 3.3217e-01	
 4.4544e+00	 3.2562e-01	
 4.4516e+00	 3.2536e-01	
 4.4481e+00	 3.2367e-01	
